Test Name,MyISAM Total Time,MyISAM Start Transfer Time,,InnoDB Total Time,InnoDB Start Transfer Time
Jobs/nsfdirectorate/submitted_job_count/timeseries-Quarter-cs,0.727505,0.7275,,0.181776,0.181771
Jobs/nsfdirectorate/submitted_job_count/timeseries-Quarter-pi,0.681934,0.681925,,0.185549,0.185545
Jobs/nsfdirectorate/submitted_job_count/timeseries-Quarter-public,0.678057,0.678053,,0.175626,0.175621
Jobs/nsfdirectorate/submitted_job_count/timeseries-Quarter-usr,0.710469,0.710464,,0.184444,0.18444
Jobs/nsfdirectorate/submitted_job_count/timeseries-Year-cd,2.027295,2.027288,,0.413195,0.41319
Jobs/nsfdirectorate/submitted_job_count/timeseries-Year-cs,2.003974,2.003969,,0.412096,0.412091
Jobs/nsfdirectorate/submitted_job_count/timeseries-Year-pi,1.995257,1.995252,,0.42449,0.424482
Jobs/nsfdirectorate/submitted_job_count/timeseries-Year-public,1.964771,1.964767,,0.406877,0.40685
Jobs/nsfdirectorate/submitted_job_count/timeseries-Year-usr,2.00213,2.002125,,0.419213,0.419205
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Day-cd,0.1267,0.126695,,0.068524,0.06852
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Day-cs,0.128156,0.128152,,0.070003,0.069984
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Day-pi,0.125675,0.125635,,0.074941,0.074936
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Day-public,0.128466,0.128462,,0.074423,0.074419
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Day-usr,0.13232,0.132315,,0.078346,0.078344
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Month-cd,0.186538,0.186535,,0.081996,0.081992
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Month-cs,0.19212,0.192098,,0.083297,0.083294
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Month-pi,0.19022,0.190216,,0.088481,0.088477
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Month-public,0.186911,0.186908,,0.089807,0.089802
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Month-usr,0.196819,0.196815,,0.091017,0.091015
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Quarter-cd,0.368606,0.368602,,0.114953,0.11495
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Quarter-cs,0.374419,0.374393,,0.112736,0.112733
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Quarter-pi,0.362268,0.362264,,0.123737,0.123734
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Quarter-public,0.35942,0.359412,,0.122079,0.122074
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Quarter-usr,0.37864,0.378635,,0.121693,0.12169
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Year-cd,0.986143,0.986139,,0.232952,0.232947
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Year-cs,1.014981,1.014977,,0.230468,0.230462
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Year-pi,1.019163,1.019158,,0.242486,0.242467
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Year-public,1.005999,1.005994,,0.235007,0.235003
Jobs/nsfdirectorate/total_cpu_hours/aggregate-Year-usr,1.020517,1.020512,,0.239244,0.239241
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Day-cd,0.211069,0.211063,,0.087159,0.087156
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Day-cs,0.210794,0.21079,,0.087227,0.087222
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Day-pi,0.21515,0.215145,,0.095826,0.095822
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Day-public,0.214618,0.214613,,0.085881,0.085877
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Day-usr,0.216806,0.216802,,0.098301,0.098295
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Month-cd,0.332175,0.332171,,0.113587,0.113583
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Month-cs,0.342639,0.342636,,0.122533,0.122526
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Month-pi,0.33453,0.334526,,0.121284,0.121281
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Month-public,0.340998,0.340994,,0.113176,0.113173
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Month-usr,0.339487,0.339482,,0.122909,0.122905
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Quarter-cd,0.701173,0.701169,,0.17864,0.178637
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Quarter-cs,0.702132,0.702125,,0.185461,0.185458
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Quarter-pi,0.706543,0.706522,,0.183975,0.183971
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Quarter-public,0.701665,0.70166,,0.176847,0.176843
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Quarter-usr,0.705347,0.705342,,0.189129,0.189125
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Year-cd,1.982931,1.982905,,0.41516,0.415157
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Year-cs,1.95788,1.95787,,0.409222,0.409218
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Year-pi,1.974084,1.974079,,0.428422,0.428419
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Year-public,2.027868,2.027863,,0.419156,0.419153
Jobs/nsfdirectorate/total_cpu_hours/timeseries-Year-usr,1.980623,1.980616,,0.425327,0.425323
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Day-cd,0.13212,0.132112,,0.070351,0.070347
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Day-cs,0.129352,0.129347,,0.063391,0.063388
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Day-pi,0.127583,0.127579,,0.076362,0.076359
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Day-public,0.12926,0.129256,,0.07296,0.072956
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Day-usr,0.130364,0.130359,,0.079184,0.079171
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Month-cd,0.194814,0.194811,,0.082838,0.082835
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Month-cs,0.194036,0.194031,,0.077248,0.077245
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Month-pi,0.188886,0.188882,,0.088296,0.088294
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Month-public,0.193584,0.19358,,0.087507,0.087504
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Month-usr,0.189829,0.189823,,0.09177,0.091767
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Quarter-cd,0.37222,0.372215,,0.114024,0.11402
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Quarter-cs,0.378991,0.378985,,0.109701,0.109697
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Quarter-pi,0.361358,0.361354,,0.12285,0.122847
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Quarter-public,0.359079,0.359059,,0.118508,0.118503
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Quarter-usr,0.36682,0.366815,,0.123486,0.123482
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Year-cd,0.979436,0.979433,,0.232995,0.232992
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Year-cs,1.01754,1.017536,,0.224434,0.224432
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Year-pi,1.049801,1.049796,,0.238189,0.238186
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Year-public,1.022536,1.022531,,0.232535,0.232531
Jobs/nsfdirectorate/total_gpu_hours/aggregate-Year-usr,0.986216,0.986211,,0.241097,0.241094
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Day-cd,0.215352,0.215346,,0.089927,0.089924
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Day-cs,0.215111,0.215107,,0.093079,0.093076
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Day-pi,0.205469,0.205464,,0.093069,0.093065
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Day-public,0.209971,0.209965,,0.088802,0.088794
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Day-usr,0.208881,0.208876,,0.091657,0.091654
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Month-cd,0.335779,0.335774,,0.114548,0.114545
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Month-cs,0.338684,0.33868,,0.119527,0.119523
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Month-pi,0.316866,0.316857,,0.119904,0.1199
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Month-public,0.346356,0.346351,,0.115359,0.115355
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Month-usr,0.335639,0.335635,,0.116179,0.116176
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-cd,0.704503,0.704499,,0.184255,0.18425
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-cs,0.712937,0.712933,,0.185963,0.18596
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-pi,0.676913,0.676908,,0.184416,0.184412
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-public,0.704188,0.704183,,0.18188,0.181876
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Quarter-usr,0.713457,0.713449,,0.180557,0.180555
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-cd,2.041034,2.041029,,0.454809,0.454805
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-cs,2.017056,2.017045,,0.429492,0.429488
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-pi,1.912825,1.912819,,0.421601,0.421597
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-public,2.07254,2.072535,,0.426623,0.426583
Jobs/nsfdirectorate/total_gpu_hours/timeseries-Year-usr,2.0037,2.003691,,0.421448,0.421444
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-cd,0.128333,0.128329,,0.070144,0.070139
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-cs,0.131644,0.131637,,0.067859,0.067853
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-pi,0.130774,0.130769,,0.070811,0.070808
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-public,0.130434,0.130402,,0.074411,0.074403
Jobs/nsfdirectorate/total_node_hours/aggregate-Day-usr,0.131324,0.131319,,0.074763,0.074759
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-cd,0.1887,0.188696,,0.082361,0.082358
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-cs,0.196757,0.196754,,0.082549,0.082545
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-pi,0.188841,0.188837,,0.083325,0.08332
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-public,0.194769,0.194764,,0.084784,0.084708
Jobs/nsfdirectorate/total_node_hours/aggregate-Month-usr,0.196485,0.196481,,0.085511,0.085508
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-cd,0.359731,0.359725,,0.114414,0.114405
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-cs,0.379412,0.379409,,0.114805,0.1148
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-pi,0.373554,0.37355,,0.117463,0.11746
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-public,0.383825,0.383821,,0.119058,0.119048
Jobs/nsfdirectorate/total_node_hours/aggregate-Quarter-usr,0.382551,0.382546,,0.119706,0.119703
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-cd,0.993365,0.993362,,0.225019,0.225016
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-cs,1.014165,1.014161,,0.231416,0.231412
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-pi,1.055758,1.055752,,0.232307,0.232304
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-public,1.051965,1.051959,,0.236066,0.236062
Jobs/nsfdirectorate/total_node_hours/aggregate-Year-usr,1.038104,1.038076,,0.23373,0.233727
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-cd,0.206967,0.206961,,0.086079,0.086075
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-cs,0.205794,0.20579,,0.088753,0.088749
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-pi,0.207745,0.207741,,0.090827,0.090823
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-public,0.2089,0.208895,,0.089758,0.089753
Jobs/nsfdirectorate/total_node_hours/timeseries-Day-usr,0.204856,0.204852,,0.098088,0.098084
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-cd,0.320531,0.320526,,0.11371,0.113705
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-cs,0.322989,0.322985,,0.116788,0.116784
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-pi,0.313634,0.31363,,0.117792,0.117775
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-public,0.334566,0.334562,,0.115789,0.115784
Jobs/nsfdirectorate/total_node_hours/timeseries-Month-usr,0.334329,0.334325,,0.119479,0.119476
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-cd,0.662432,0.662428,,0.180822,0.180818
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-cs,0.68158,0.681574,,0.180091,0.180087
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-pi,0.660527,0.660523,,0.181656,0.181651
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-public,0.690224,0.690219,,0.182258,0.182253
Jobs/nsfdirectorate/total_node_hours/timeseries-Quarter-usr,0.687029,0.687024,,0.191523,0.19152
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-cd,1.880487,1.88048,,0.424761,0.424756
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-cs,1.958788,1.958783,,0.421182,0.421178
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-pi,1.952274,1.952266,,0.425145,0.425141
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-public,2.014308,2.014302,,0.425218,0.425214
Jobs/nsfdirectorate/total_node_hours/timeseries-Year-usr,1.939373,1.939346,,0.420422,0.420419
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-cd,0.129095,0.129089,,0.066597,0.066593
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-cs,0.128182,0.128177,,0.068702,0.068697
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-pi,0.131034,0.13103,,0.070563,0.070559
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-public,0.126428,0.126423,,0.072248,0.072243
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Day-usr,0.132392,0.132389,,0.073404,0.073401
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-cd,0.195391,0.195387,,0.081213,0.081209
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-cs,0.19305,0.193046,,0.08198,0.081976
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-pi,0.192461,0.192457,,0.084464,0.084459
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-public,0.190381,0.190376,,0.084951,0.084948
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Month-usr,0.193543,0.193523,,0.087826,0.087823
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-cd,0.386826,0.386823,,0.113282,0.113278
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-cs,0.380544,0.38054,,0.117716,0.117713
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-pi,0.370091,0.370088,,0.115696,0.115692
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-public,0.369591,0.369586,,0.130246,0.130242
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Quarter-usr,0.375241,0.375234,,0.119025,0.119022
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-cd,1.006227,1.006204,,0.24869,0.248684
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-cs,1.021457,1.021452,,0.228353,0.22835
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-pi,1.007641,1.007638,,0.234008,0.234003
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-public,1.010074,1.010066,,0.249962,0.249959
Jobs/nsfdirectorate/total_waitduration_hours/aggregate-Year-usr,1.026472,1.026468,,0.234787,0.234785
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-cd,0.20219,0.202185,,0.090498,0.090484
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-cs,0.21371,0.213705,,0.088157,0.088153
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-pi,0.203682,0.203678,,0.088854,0.08885
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-public,0.201929,0.201924,,0.090632,0.090628
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Day-usr,0.211115,0.211109,,0.083871,0.083867
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-cd,0.319724,0.319719,,0.114577,0.114548
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-cs,0.3383,0.338294,,0.114127,0.114124
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-pi,0.318395,0.318392,,0.113355,0.113334
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-public,0.326711,0.326707,,0.116884,0.116881
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Month-usr,0.335808,0.3358,,0.110745,0.110742
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-cd,0.667417,0.667412,,0.177394,0.17739
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-cs,0.708065,0.708059,,0.180298,0.180295
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-pi,0.671352,0.671347,,0.183677,0.183673
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-public,0.665142,0.665138,,0.186829,0.186825
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Quarter-usr,0.701382,0.701374,,0.176072,0.176068
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-cd,1.888939,1.888934,,0.416214,0.416209
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-cs,2.023318,2.023304,,0.415789,0.415785
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-pi,1.912208,1.912205,,0.421176,0.421172
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-public,1.984215,1.984209,,0.424316,0.424313
Jobs/nsfdirectorate/total_waitduration_hours/timeseries-Year-usr,2.021592,2.021582,,0.42091,0.420906
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-cd,0.12658,0.126576,,0.073193,0.073188
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-cs,0.12959,0.129584,,0.072355,0.072352
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-pi,0.133718,0.133713,,0.097393,0.097389
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-public,0.13057,0.130566,,0.07311,0.073106
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Day-usr,0.133128,0.133124,,0.07713,0.077126
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-cd,0.189174,0.18917,,0.084124,0.08412
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-cs,0.194421,0.194416,,0.081869,0.081866
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-pi,0.192949,0.192944,,0.088808,0.088804
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-public,0.191963,0.191959,,0.085252,0.085249
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Month-usr,0.192474,0.19247,,0.087877,0.087871
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-cd,0.369069,0.369065,,0.115079,0.115072
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-cs,0.378389,0.378384,,0.111461,0.111457
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-pi,0.368124,0.36812,,0.120352,0.120349
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-public,0.36233,0.362326,,0.11692,0.116917
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Quarter-usr,0.381073,0.381068,,0.122453,0.12245
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-cd,0.983437,0.983427,,0.228998,0.228992
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-cs,1.009659,1.009655,,0.224963,0.22496
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-pi,1.01801,1.018004,,0.228429,0.228425
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-public,1.002943,1.002939,,0.246388,0.246368
Jobs/nsfdirectorate/total_wallduration_hours/aggregate-Year-usr,1.020817,1.020813,,0.236216,0.236209
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-cd,0.201921,0.201918,,0.089335,0.089332
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-cs,0.212821,0.212817,,0.093842,0.093838
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-pi,0.210996,0.210992,,0.091185,0.091181
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-public,0.209674,0.209671,,0.087461,0.087456
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Day-usr,0.208785,0.208781,,0.095083,0.095078
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-cd,0.332886,0.332879,,0.134073,0.13407
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-cs,0.354864,0.354861,,0.130369,0.130365
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-pi,0.347724,0.34772,,0.133969,0.133964
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-public,0.32915,0.329146,,0.115564,0.11556
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Month-usr,0.351665,0.351659,,0.136931,0.136927
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-cd,0.665702,0.665696,,0.182601,0.182597
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-cs,0.713851,0.713841,,0.199408,0.199404
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-pi,0.692864,0.692855,,0.185395,0.185391
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-public,0.688086,0.688082,,0.197842,0.197836
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Quarter-usr,0.702352,0.702345,,0.187539,0.187518
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-cd,1.88998,1.889975,,0.417646,0.417642
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-cs,2.037665,2.037657,,0.46596,0.465955
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-pi,2.01856,2.018554,,0.421612,0.421608
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-public,1.95512,1.955116,,0.415208,0.415204
Jobs/nsfdirectorate/total_wallduration_hours/timeseries-Year-usr,1.968022,1.968016,,0.426381,0.426376
Jobs/nsfdirectorate/utilization/aggregate-Day-cd,0.166877,0.166872,,0.20189,0.201882
Jobs/nsfdirectorate/utilization/aggregate-Day-cs,0.165718,0.165715,,0.227036,0.227033
Jobs/nsfdirectorate/utilization/aggregate-Day-pi,0.168155,0.16815,,0.207921,0.207916
Jobs/nsfdirectorate/utilization/aggregate-Day-public,0.168813,0.168801,,0.211966,0.21196
Jobs/nsfdirectorate/utilization/aggregate-Day-usr,0.167244,0.16724,,0.226511,0.226507
Jobs/nsfdirectorate/utilization/aggregate-Month-cd,0.228194,0.22819,,0.235261,0.235256
Jobs/nsfdirectorate/utilization/aggregate-Month-cs,0.229417,0.229414,,0.227215,0.227211
Jobs/nsfdirectorate/utilization/aggregate-Month-pi,0.226963,0.22696,,0.24166,0.241655
Jobs/nsfdirectorate/utilization/aggregate-Month-public,0.229625,0.229618,,0.247088,0.247084
Jobs/nsfdirectorate/utilization/aggregate-Month-usr,0.232296,0.232292,,0.242869,0.242865
Jobs/nsfdirectorate/utilization/aggregate-Quarter-cd,0.418471,0.418466,,0.285211,0.285203
Jobs/nsfdirectorate/utilization/aggregate-Quarter-cs,0.411815,0.411808,,0.296826,0.296821
Jobs/nsfdirectorate/utilization/aggregate-Quarter-pi,0.402116,0.402111,,0.294025,0.29402
Jobs/nsfdirectorate/utilization/aggregate-Quarter-public,0.39976,0.399755,,0.289002,0.288997
Jobs/nsfdirectorate/utilization/aggregate-Quarter-usr,0.420968,0.420963,,0.296612,0.296608
Jobs/nsfdirectorate/utilization/aggregate-Year-cd,1.056608,1.056602,,0.461803,0.461795
Jobs/nsfdirectorate/utilization/aggregate-Year-cs,1.046333,1.046327,,0.474465,0.474459
Jobs/nsfdirectorate/utilization/aggregate-Year-pi,1.052125,1.05212,,0.503329,0.503324
Jobs/nsfdirectorate/utilization/aggregate-Year-public,1.049789,1.04978,,0.5246,0.524596
Jobs/nsfdirectorate/utilization/aggregate-Year-usr,1.072939,1.072934,,0.520975,0.52097
Jobs/nsfdirectorate/utilization/timeseries-Day-cd,0.732611,0.732607,,0.7319,0.731893
Jobs/nsfdirectorate/utilization/timeseries-Day-cs,0.751742,0.751737,,0.741092,0.741086
Jobs/nsfdirectorate/utilization/timeseries-Day-pi,0.764204,0.764199,,0.746065,0.746061
Jobs/nsfdirectorate/utilization/timeseries-Day-public,0.778521,0.778515,,0.757691,0.757687
Jobs/nsfdirectorate/utilization/timeseries-Day-usr,0.762058,0.762052,,0.74519,0.745184
Jobs/nsfdirectorate/utilization/timeseries-Month-cd,0.516017,0.516014,,0.405482,0.405478
Jobs/nsfdirectorate/utilization/timeseries-Month-cs,0.536761,0.536757,,0.415316,0.415312
Jobs/nsfdirectorate/utilization/timeseries-Month-pi,0.536148,0.536132,,0.418427,0.418424
Jobs/nsfdirectorate/utilization/timeseries-Month-public,0.507052,0.507048,,0.427362,0.427356
Jobs/nsfdirectorate/utilization/timeseries-Month-usr,0.532155,0.532151,,0.44106,0.441055
Jobs/nsfdirectorate/utilization/timeseries-Quarter-cd,0.963844,0.96384,,0.546836,0.546831
Jobs/nsfdirectorate/utilization/timeseries-Quarter-cs,0.980687,0.980681,,0.538562,0.538558
Jobs/nsfdirectorate/utilization/timeseries-Quarter-pi,0.976572,0.976568,,0.558374,0.55837
Jobs/nsfdirectorate/utilization/timeseries-Quarter-public,0.973761,0.973756,,0.563122,0.563118
Jobs/nsfdirectorate/utilization/timeseries-Quarter-usr,0.98315,0.98314,,0.558957,0.558953
Jobs/nsfdirectorate/utilization/timeseries-Year-cd,2.383388,2.38338,,1.025194,1.025189
Jobs/nsfdirectorate/utilization/timeseries-Year-cs,2.487526,2.48752,,1.091374,1.09137
Jobs/nsfdirectorate/utilization/timeseries-Year-pi,2.463455,2.463448,,1.107827,1.107823
Jobs/nsfdirectorate/utilization/timeseries-Year-public,2.42862,2.428615,,1.071315,1.071307
Jobs/nsfdirectorate/utilization/timeseries-Year-usr,2.39083,2.39082,,1.131379,1.131376
Jobs/parentscience/active_person_count/aggregate-Day-cd,0.139261,0.139257,,0.076084,0.076081
Jobs/parentscience/active_person_count/aggregate-Day-cs,0.137005,0.137001,,0.071705,0.071698
Jobs/parentscience/active_person_count/aggregate-Day-pi,0.145672,0.145668,,0.0792,0.079196
Jobs/parentscience/active_person_count/aggregate-Day-public,0.135328,0.135324,,0.072037,0.072033
Jobs/parentscience/active_person_count/aggregate-Day-usr,0.143264,0.14326,,0.079422,0.079419
Jobs/parentscience/active_person_count/aggregate-Month-cd,0.181646,0.181624,,0.090728,0.090725
Jobs/parentscience/active_person_count/aggregate-Month-cs,0.179329,0.179325,,0.082089,0.082084
