Test Name,MyISAM Total Time,MyISAM Start Transfer Time,,InnoDB Total Time,InnoDB Start Transfer Time
Jobs/queue/started_job_count/timeseries-Year-public,1.445176,1.445171,,3.932441,3.932433
Jobs/queue/started_job_count/timeseries-Year-usr,1.371638,1.371625,,3.945963,3.945927
Jobs/queue/submitted_job_count/aggregate-Day-cd,0.114433,0.11443,,0.075594,0.075575
Jobs/queue/submitted_job_count/aggregate-Day-cs,0.119987,0.119984,,0.076065,0.076061
Jobs/queue/submitted_job_count/aggregate-Day-pi,0.128775,0.128767,,0.078941,0.078937
Jobs/queue/submitted_job_count/aggregate-Day-public,0.114395,0.11439,,0.077288,0.077285
Jobs/queue/submitted_job_count/aggregate-Day-usr,0.126515,0.126512,,0.081423,0.08142
Jobs/queue/submitted_job_count/aggregate-Month-cd,0.153219,0.153215,,0.095144,0.09514
Jobs/queue/submitted_job_count/aggregate-Month-cs,0.156037,0.156029,,0.097881,0.097878
Jobs/queue/submitted_job_count/aggregate-Month-pi,0.15986,0.159855,,0.100692,0.100688
Jobs/queue/submitted_job_count/aggregate-Month-public,0.153688,0.153683,,0.095985,0.095978
Jobs/queue/submitted_job_count/aggregate-Month-usr,0.157045,0.157042,,0.101965,0.101963
Jobs/queue/submitted_job_count/aggregate-Quarter-cd,0.275404,0.275399,,0.142031,0.142026
Jobs/queue/submitted_job_count/aggregate-Quarter-cs,0.272717,0.272712,,0.145868,0.145865
Jobs/queue/submitted_job_count/aggregate-Quarter-pi,0.273349,0.273345,,0.148497,0.148493
Jobs/queue/submitted_job_count/aggregate-Quarter-public,0.282355,0.28235,,0.144249,0.144245
Jobs/queue/submitted_job_count/aggregate-Quarter-usr,0.275532,0.275527,,0.148819,0.148815
Jobs/queue/submitted_job_count/aggregate-Year-cd,0.740472,0.740468,,1.950535,1.950531
Jobs/queue/submitted_job_count/aggregate-Year-cs,0.748738,0.748734,,1.927698,1.927676
Jobs/queue/submitted_job_count/aggregate-Year-pi,0.701053,0.701049,,1.946384,1.946376
Jobs/queue/submitted_job_count/aggregate-Year-public,0.724798,0.724794,,1.977665,1.97766
Jobs/queue/submitted_job_count/aggregate-Year-usr,0.70774,0.707736,,2.013131,2.013125
Jobs/queue/submitted_job_count/timeseries-Day-cd,0.190206,0.190201,,0.097258,0.097255
Jobs/queue/submitted_job_count/timeseries-Day-cs,0.186858,0.186854,,0.100619,0.100614
Jobs/queue/submitted_job_count/timeseries-Day-pi,0.185774,0.185769,,0.09618,0.096177
Jobs/queue/submitted_job_count/timeseries-Day-public,0.181903,0.181899,,0.099279,0.099276
Jobs/queue/submitted_job_count/timeseries-Day-usr,0.191251,0.191247,,0.102117,0.102111
Jobs/queue/submitted_job_count/timeseries-Month-cd,0.256086,0.256082,,0.134786,0.134783
Jobs/queue/submitted_job_count/timeseries-Month-cs,0.261745,0.261742,,0.139591,0.139588
Jobs/queue/submitted_job_count/timeseries-Month-pi,0.266911,0.266907,,0.136319,0.136316
Jobs/queue/submitted_job_count/timeseries-Month-public,0.254647,0.254642,,0.135388,0.135385
Jobs/queue/submitted_job_count/timeseries-Month-usr,0.255902,0.25588,,0.140528,0.140524
Jobs/queue/submitted_job_count/timeseries-Quarter-cd,0.531862,0.531857,,0.23069,0.230686
Jobs/queue/submitted_job_count/timeseries-Quarter-cs,0.528173,0.52817,,0.234696,0.234692
Jobs/queue/submitted_job_count/timeseries-Quarter-pi,0.515241,0.515237,,0.234133,0.23413
Jobs/queue/submitted_job_count/timeseries-Quarter-public,0.507669,0.507664,,0.23766,0.237655
Jobs/queue/submitted_job_count/timeseries-Quarter-usr,0.511902,0.511896,,0.236443,0.236439
Jobs/queue/submitted_job_count/timeseries-Year-cd,1.441866,1.441844,,3.927788,3.92778
Jobs/queue/submitted_job_count/timeseries-Year-cs,1.434241,1.434234,,3.980221,3.980214
Jobs/queue/submitted_job_count/timeseries-Year-pi,1.367345,1.367337,,4.036092,4.036085
Jobs/queue/submitted_job_count/timeseries-Year-public,1.405771,1.405766,,3.934256,3.934243
Jobs/queue/submitted_job_count/timeseries-Year-usr,1.429249,1.429243,,3.925603,3.925596
Jobs/queue/total_cpu_hours/aggregate-Day-cd,0.11935,0.119346,,0.075117,0.075113
Jobs/queue/total_cpu_hours/aggregate-Day-cs,0.117637,0.117629,,0.072972,0.072969
Jobs/queue/total_cpu_hours/aggregate-Day-pi,0.125456,0.125451,,0.078601,0.078598
Jobs/queue/total_cpu_hours/aggregate-Day-public,0.123492,0.123484,,0.077324,0.077316
Jobs/queue/total_cpu_hours/aggregate-Day-usr,0.125861,0.125857,,0.08512,0.085117
Jobs/queue/total_cpu_hours/aggregate-Month-cd,0.163823,0.163818,,0.093803,0.093798
Jobs/queue/total_cpu_hours/aggregate-Month-cs,0.15279,0.152786,,0.094304,0.094301
Jobs/queue/total_cpu_hours/aggregate-Month-pi,0.158647,0.158642,,0.098441,0.098438
Jobs/queue/total_cpu_hours/aggregate-Month-public,0.155819,0.155815,,0.09793,0.097925
Jobs/queue/total_cpu_hours/aggregate-Month-usr,0.155626,0.155622,,0.104446,0.104438
Jobs/queue/total_cpu_hours/aggregate-Quarter-cd,0.281525,0.281521,,0.140368,0.140364
Jobs/queue/total_cpu_hours/aggregate-Quarter-cs,0.276456,0.276452,,0.150308,0.150305
Jobs/queue/total_cpu_hours/aggregate-Quarter-pi,0.280533,0.280529,,0.146159,0.146157
Jobs/queue/total_cpu_hours/aggregate-Quarter-public,0.277471,0.277465,,0.148914,0.14891
Jobs/queue/total_cpu_hours/aggregate-Quarter-usr,0.28688,0.286874,,0.153478,0.153434
Jobs/queue/total_cpu_hours/aggregate-Year-cd,0.749591,0.749587,,2.169052,2.169046
Jobs/queue/total_cpu_hours/aggregate-Year-cs,0.708559,0.708552,,1.950336,1.95033
Jobs/queue/total_cpu_hours/aggregate-Year-pi,0.727807,0.727801,,1.973728,1.973722
Jobs/queue/total_cpu_hours/aggregate-Year-public,0.733038,0.733034,,1.984419,1.984414
Jobs/queue/total_cpu_hours/aggregate-Year-usr,0.743183,0.743161,,2.032564,2.032557
Jobs/queue/total_cpu_hours/timeseries-Day-cd,0.180973,0.180969,,0.09924,0.099236
Jobs/queue/total_cpu_hours/timeseries-Day-cs,0.192734,0.192729,,0.090824,0.090818
Jobs/queue/total_cpu_hours/timeseries-Day-pi,0.193192,0.193186,,0.106417,0.106414
Jobs/queue/total_cpu_hours/timeseries-Day-public,0.194348,0.194343,,0.103126,0.103122
Jobs/queue/total_cpu_hours/timeseries-Day-usr,0.194953,0.194947,,0.106513,0.106507
Jobs/queue/total_cpu_hours/timeseries-Month-cd,0.253225,0.253222,,0.140614,0.14061
Jobs/queue/total_cpu_hours/timeseries-Month-cs,0.261572,0.261566,,0.131869,0.131865
Jobs/queue/total_cpu_hours/timeseries-Month-pi,0.260333,0.260328,,0.134651,0.134648
Jobs/queue/total_cpu_hours/timeseries-Month-public,0.255969,0.255964,,0.137661,0.137657
Jobs/queue/total_cpu_hours/timeseries-Month-usr,0.264353,0.264348,,0.150843,0.150839
Jobs/queue/total_cpu_hours/timeseries-Quarter-cd,0.519545,0.519542,,0.23405,0.234046
Jobs/queue/total_cpu_hours/timeseries-Quarter-cs,0.531084,0.53108,,0.236954,0.236945
Jobs/queue/total_cpu_hours/timeseries-Quarter-pi,0.499203,0.499197,,0.234901,0.234898
Jobs/queue/total_cpu_hours/timeseries-Quarter-public,0.5182,0.518188,,0.235731,0.235727
Jobs/queue/total_cpu_hours/timeseries-Quarter-usr,0.51904,0.519031,,0.251255,0.251251
Jobs/queue/total_cpu_hours/timeseries-Year-cd,1.43637,1.436364,,4.033082,4.033069
Jobs/queue/total_cpu_hours/timeseries-Year-cs,1.456611,1.456604,,4.053322,4.053313
Jobs/queue/total_cpu_hours/timeseries-Year-pi,1.37104,1.371035,,4.456244,4.456233
Jobs/queue/total_cpu_hours/timeseries-Year-public,1.463977,1.463972,,4.405283,4.405274
Jobs/queue/total_cpu_hours/timeseries-Year-usr,1.419051,1.419046,,4.12849,4.128464
Jobs/queue/total_gpu_hours/aggregate-Day-cd,0.11467,0.114666,,0.078611,0.078608
Jobs/queue/total_gpu_hours/aggregate-Day-cs,0.113104,0.113099,,0.0682,0.068197
Jobs/queue/total_gpu_hours/aggregate-Day-pi,0.11537,0.115365,,0.079157,0.079152
Jobs/queue/total_gpu_hours/aggregate-Day-public,0.112584,0.112579,,0.078837,0.078832
Jobs/queue/total_gpu_hours/aggregate-Day-usr,0.126325,0.126321,,0.081701,0.081698
Jobs/queue/total_gpu_hours/aggregate-Month-cd,0.150149,0.150145,,0.099828,0.099824
Jobs/queue/total_gpu_hours/aggregate-Month-cs,0.151789,0.15178,,0.088714,0.088711
Jobs/queue/total_gpu_hours/aggregate-Month-pi,0.150961,0.150957,,0.098177,0.098122
Jobs/queue/total_gpu_hours/aggregate-Month-public,0.150569,0.150564,,0.099991,0.099987
Jobs/queue/total_gpu_hours/aggregate-Month-usr,0.160234,0.16023,,0.103449,0.103446
Jobs/queue/total_gpu_hours/aggregate-Quarter-cd,0.273686,0.273683,,0.139902,0.139898
Jobs/queue/total_gpu_hours/aggregate-Quarter-cs,0.277844,0.27784,,0.136848,0.136842
Jobs/queue/total_gpu_hours/aggregate-Quarter-pi,0.273439,0.273435,,0.146997,0.146993
Jobs/queue/total_gpu_hours/aggregate-Quarter-public,0.269223,0.269218,,0.147532,0.147528
Jobs/queue/total_gpu_hours/aggregate-Quarter-usr,0.278711,0.278707,,0.148263,0.14826
Jobs/queue/total_gpu_hours/aggregate-Year-cd,0.73234,0.732281,,1.962614,1.962604
Jobs/queue/total_gpu_hours/aggregate-Year-cs,0.736687,0.736683,,2.120824,2.120819
Jobs/queue/total_gpu_hours/aggregate-Year-pi,0.702863,0.702858,,1.997966,1.997959
Jobs/queue/total_gpu_hours/aggregate-Year-public,0.721382,0.721377,,1.990179,1.990174
Jobs/queue/total_gpu_hours/aggregate-Year-usr,0.710447,0.710443,,1.952421,1.952415
Jobs/queue/total_gpu_hours/timeseries-Day-cd,0.191505,0.1915,,0.096721,0.096717
Jobs/queue/total_gpu_hours/timeseries-Day-cs,0.184188,0.184182,,0.105365,0.105361
Jobs/queue/total_gpu_hours/timeseries-Day-pi,0.182682,0.182679,,0.104591,0.104586
Jobs/queue/total_gpu_hours/timeseries-Day-public,0.185409,0.185404,,0.098027,0.098022
Jobs/queue/total_gpu_hours/timeseries-Day-usr,0.189977,0.189971,,0.105765,0.105761
Jobs/queue/total_gpu_hours/timeseries-Month-cd,0.261484,0.26148,,0.139325,0.139321
Jobs/queue/total_gpu_hours/timeseries-Month-cs,0.260372,0.260366,,0.150458,0.150454
Jobs/queue/total_gpu_hours/timeseries-Month-pi,0.254673,0.25467,,0.143046,0.143022
Jobs/queue/total_gpu_hours/timeseries-Month-public,0.259016,0.259011,,0.138629,0.138625
Jobs/queue/total_gpu_hours/timeseries-Month-usr,0.257539,0.257533,,0.144834,0.144831
Jobs/queue/total_gpu_hours/timeseries-Quarter-cd,0.527472,0.527468,,0.234669,0.234666
Jobs/queue/total_gpu_hours/timeseries-Quarter-cs,0.533328,0.533323,,0.240381,0.240377
Jobs/queue/total_gpu_hours/timeseries-Quarter-pi,0.504923,0.504919,,0.240248,0.240244
Jobs/queue/total_gpu_hours/timeseries-Quarter-public,0.509998,0.509986,,0.234881,0.234877
Jobs/queue/total_gpu_hours/timeseries-Quarter-usr,0.520639,0.520634,,0.239698,0.239695
Jobs/queue/total_gpu_hours/timeseries-Year-cd,1.427818,1.427814,,4.118742,4.118733
Jobs/queue/total_gpu_hours/timeseries-Year-cs,1.450099,1.450096,,4.069478,4.06946
Jobs/queue/total_gpu_hours/timeseries-Year-pi,1.374653,1.37465,,4.232658,4.232649
Jobs/queue/total_gpu_hours/timeseries-Year-public,1.427701,1.427695,,4.277919,4.277911
Jobs/queue/total_gpu_hours/timeseries-Year-usr,1.430875,1.430867,,4.065949,4.065941
Jobs/queue/total_node_hours/aggregate-Day-cd,0.115834,0.115829,,0.073331,0.073309
Jobs/queue/total_node_hours/aggregate-Day-cs,0.113072,0.113069,,0.074646,0.074641
Jobs/queue/total_node_hours/aggregate-Day-pi,0.127369,0.127365,,0.076859,0.076857
Jobs/queue/total_node_hours/aggregate-Day-public,0.121449,0.121442,,0.078523,0.078518
Jobs/queue/total_node_hours/aggregate-Day-usr,0.125908,0.125903,,0.078104,0.0781
Jobs/queue/total_node_hours/aggregate-Month-cd,0.152911,0.152906,,0.094963,0.094956
Jobs/queue/total_node_hours/aggregate-Month-cs,0.15277,0.152766,,0.093046,0.093043
Jobs/queue/total_node_hours/aggregate-Month-pi,0.155353,0.155349,,0.100851,0.100848
Jobs/queue/total_node_hours/aggregate-Month-public,0.153366,0.153361,,0.097338,0.097333
Jobs/queue/total_node_hours/aggregate-Month-usr,0.156923,0.156901,,0.099624,0.099621
Jobs/queue/total_node_hours/aggregate-Quarter-cd,0.279866,0.279862,,0.140439,0.140434
Jobs/queue/total_node_hours/aggregate-Quarter-cs,0.279542,0.279538,,0.137426,0.137423
Jobs/queue/total_node_hours/aggregate-Quarter-pi,0.279717,0.279713,,0.150079,0.150076
Jobs/queue/total_node_hours/aggregate-Quarter-public,0.274778,0.274773,,0.145207,0.1452
Jobs/queue/total_node_hours/aggregate-Quarter-usr,0.284498,0.284494,,0.147337,0.147333
Jobs/queue/total_node_hours/aggregate-Year-cd,0.749249,0.749243,,2.121362,2.121357
Jobs/queue/total_node_hours/aggregate-Year-cs,0.735197,0.735193,,2.033308,2.033302
Jobs/queue/total_node_hours/aggregate-Year-pi,0.72407,0.724063,,1.965756,1.965752
Jobs/queue/total_node_hours/aggregate-Year-public,0.736107,0.736102,,2.075013,2.075008
Jobs/queue/total_node_hours/aggregate-Year-usr,0.736427,0.7364,,1.946379,1.946375
Jobs/queue/total_node_hours/timeseries-Day-cd,0.18731,0.187305,,0.098929,0.098925
Jobs/queue/total_node_hours/timeseries-Day-cs,0.183279,0.183275,,0.096561,0.096556
Jobs/queue/total_node_hours/timeseries-Day-pi,0.187767,0.187759,,0.102394,0.102388
Jobs/queue/total_node_hours/timeseries-Day-public,0.178821,0.178817,,0.100855,0.100849
Jobs/queue/total_node_hours/timeseries-Day-usr,0.193491,0.193486,,0.106262,0.106256
Jobs/queue/total_node_hours/timeseries-Month-cd,0.253041,0.25302,,0.139165,0.139161
Jobs/queue/total_node_hours/timeseries-Month-cs,0.269171,0.269149,,0.137438,0.137434
Jobs/queue/total_node_hours/timeseries-Month-pi,0.265178,0.265174,,0.14075,0.140746
Jobs/queue/total_node_hours/timeseries-Month-public,0.253357,0.253354,,0.141576,0.141571
Jobs/queue/total_node_hours/timeseries-Month-usr,0.255631,0.255627,,0.144006,0.144003
Jobs/queue/total_node_hours/timeseries-Quarter-cd,0.510505,0.510499,,0.23601,0.236006
Jobs/queue/total_node_hours/timeseries-Quarter-cs,0.535061,0.535056,,0.233732,0.233728
Jobs/queue/total_node_hours/timeseries-Quarter-pi,0.522292,0.522287,,0.241046,0.241042
Jobs/queue/total_node_hours/timeseries-Quarter-public,0.516827,0.516823,,0.236135,0.236131
Jobs/queue/total_node_hours/timeseries-Quarter-usr,0.526185,0.526181,,0.24465,0.244647
Jobs/queue/total_node_hours/timeseries-Year-cd,1.452425,1.452421,,4.017911,4.017903
Jobs/queue/total_node_hours/timeseries-Year-cs,1.439808,1.439803,,4.14533,4.145321
Jobs/queue/total_node_hours/timeseries-Year-pi,1.415014,1.415008,,4.121142,4.121133
Jobs/queue/total_node_hours/timeseries-Year-public,1.413804,1.413801,,3.974295,3.974286
Jobs/queue/total_node_hours/timeseries-Year-usr,1.435685,1.43568,,3.992983,3.992973
Jobs/queue/total_waitduration_hours/aggregate-Day-cd,0.112316,0.112312,,0.075774,0.075771
Jobs/queue/total_waitduration_hours/aggregate-Day-cs,0.118673,0.118669,,0.081226,0.081223
Jobs/queue/total_waitduration_hours/aggregate-Day-pi,0.12135,0.121343,,0.073102,0.073098
Jobs/queue/total_waitduration_hours/aggregate-Day-public,0.11648,0.116477,,0.081026,0.081023
Jobs/queue/total_waitduration_hours/aggregate-Day-usr,0.121692,0.121688,,0.080476,0.080473
Jobs/queue/total_waitduration_hours/aggregate-Month-cd,0.153026,0.153022,,0.091571,0.091568
Jobs/queue/total_waitduration_hours/aggregate-Month-cs,0.154583,0.154578,,0.104125,0.104122
Jobs/queue/total_waitduration_hours/aggregate-Month-pi,0.154272,0.154252,,0.094934,0.094931
Jobs/queue/total_waitduration_hours/aggregate-Month-public,0.15296,0.152956,,0.099048,0.099045
Jobs/queue/total_waitduration_hours/aggregate-Month-usr,0.15391,0.153906,,0.099511,0.099508
Jobs/queue/total_waitduration_hours/aggregate-Quarter-cd,0.283387,0.283384,,0.143018,0.143014
Jobs/queue/total_waitduration_hours/aggregate-Quarter-cs,0.281148,0.281128,,0.14706,0.147057
Jobs/queue/total_waitduration_hours/aggregate-Quarter-pi,0.274863,0.274859,,0.14303,0.143027
Jobs/queue/total_waitduration_hours/aggregate-Quarter-public,0.270004,0.269999,,0.162264,0.162247
Jobs/queue/total_waitduration_hours/aggregate-Quarter-usr,0.273845,0.273841,,0.149792,0.149789
Jobs/queue/total_waitduration_hours/aggregate-Year-cd,0.709996,0.709991,,1.982252,1.982245
Jobs/queue/total_waitduration_hours/aggregate-Year-cs,0.744288,0.744284,,1.952512,1.952504
Jobs/queue/total_waitduration_hours/aggregate-Year-pi,0.709799,0.709794,,1.945751,1.945744
Jobs/queue/total_waitduration_hours/aggregate-Year-public,0.711907,0.711903,,2.003792,2.00378
Jobs/queue/total_waitduration_hours/aggregate-Year-usr,0.715157,0.715152,,1.929466,1.929462
Jobs/queue/total_waitduration_hours/timeseries-Day-cd,0.190408,0.190403,,0.099817,0.099813
Jobs/queue/total_waitduration_hours/timeseries-Day-cs,0.18927,0.189267,,0.103806,0.103801
Jobs/queue/total_waitduration_hours/timeseries-Day-pi,0.185841,0.185836,,0.098884,0.098879
Jobs/queue/total_waitduration_hours/timeseries-Day-public,0.184038,0.184033,,0.100199,0.100196
Jobs/queue/total_waitduration_hours/timeseries-Day-usr,0.187655,0.18765,,0.107057,0.107053
Jobs/queue/total_waitduration_hours/timeseries-Month-cd,0.258305,0.258298,,0.13989,0.139868
Jobs/queue/total_waitduration_hours/timeseries-Month-cs,0.271437,0.271429,,0.140672,0.140668
Jobs/queue/total_waitduration_hours/timeseries-Month-pi,0.26436,0.264356,,0.141864,0.141861
Jobs/queue/total_waitduration_hours/timeseries-Month-public,0.257897,0.257892,,0.138872,0.138863
Jobs/queue/total_waitduration_hours/timeseries-Month-usr,0.269979,0.269975,,0.147041,0.147038
Jobs/queue/total_waitduration_hours/timeseries-Quarter-cd,0.513286,0.513281,,0.241333,0.24133
Jobs/queue/total_waitduration_hours/timeseries-Quarter-cs,0.538559,0.538556,,0.234207,0.234201
Jobs/queue/total_waitduration_hours/timeseries-Quarter-pi,0.523886,0.523883,,0.236495,0.236491
Jobs/queue/total_waitduration_hours/timeseries-Quarter-public,0.512016,0.512012,,0.232892,0.232889
Jobs/queue/total_waitduration_hours/timeseries-Quarter-usr,0.525455,0.52545,,0.245325,0.245322
Jobs/queue/total_waitduration_hours/timeseries-Year-cd,1.408952,1.408948,,3.992084,3.992075
Jobs/queue/total_waitduration_hours/timeseries-Year-cs,1.487434,1.48743,,4.495641,4.495615
Jobs/queue/total_waitduration_hours/timeseries-Year-pi,1.374424,1.374416,,4.198843,4.198817
Jobs/queue/total_waitduration_hours/timeseries-Year-public,1.446,1.445996,,4.255912,4.255905
Jobs/queue/total_waitduration_hours/timeseries-Year-usr,1.43412,1.434109,,4.429914,4.429904
Jobs/queue/total_wallduration_hours/aggregate-Day-cd,0.118762,0.118758,,0.072572,0.07257
Jobs/queue/total_wallduration_hours/aggregate-Day-cs,0.114494,0.11449,,0.071535,0.071532
Jobs/queue/total_wallduration_hours/aggregate-Day-pi,0.121167,0.121163,,0.076611,0.076608
Jobs/queue/total_wallduration_hours/aggregate-Day-public,0.115243,0.115235,,0.078453,0.078449
Jobs/queue/total_wallduration_hours/aggregate-Day-usr,0.122759,0.122754,,0.073845,0.073843
Jobs/queue/total_wallduration_hours/aggregate-Month-cd,0.154261,0.154257,,0.093912,0.093906
Jobs/queue/total_wallduration_hours/aggregate-Month-cs,0.155985,0.155979,,0.090932,0.090929
Jobs/queue/total_wallduration_hours/aggregate-Month-pi,0.15697,0.156947,,0.096677,0.096672
Jobs/queue/total_wallduration_hours/aggregate-Month-public,0.155239,0.155235,,0.10019,0.100185
Jobs/queue/total_wallduration_hours/aggregate-Month-usr,0.153724,0.15372,,0.091959,0.091956
Jobs/queue/total_wallduration_hours/aggregate-Quarter-cd,0.28597,0.285965,,0.141865,0.141859
Jobs/queue/total_wallduration_hours/aggregate-Quarter-cs,0.280847,0.280843,,0.1369,0.136897
Jobs/queue/total_wallduration_hours/aggregate-Quarter-pi,0.28342,0.283414,,0.143987,0.143983
Jobs/queue/total_wallduration_hours/aggregate-Quarter-public,0.277018,0.277014,,0.14581,0.145806
Jobs/queue/total_wallduration_hours/aggregate-Quarter-usr,0.278434,0.278429,,0.139641,0.139637
Jobs/queue/total_wallduration_hours/aggregate-Year-cd,0.759131,0.759127,,1.942503,1.942499
Jobs/queue/total_wallduration_hours/aggregate-Year-cs,0.737443,0.737438,,1.963685,1.963678
Jobs/queue/total_wallduration_hours/aggregate-Year-pi,0.721069,0.721064,,2.004425,2.004414
Jobs/queue/total_wallduration_hours/aggregate-Year-public,0.703065,0.703061,,1.978931,1.978924
Jobs/queue/total_wallduration_hours/aggregate-Year-usr,0.701512,0.701505,,1.94396,1.943956
Jobs/queue/total_wallduration_hours/timeseries-Day-cd,0.182023,0.182001,,0.101667,0.101659
Jobs/queue/total_wallduration_hours/timeseries-Day-cs,0.186153,0.18613,,0.101629,0.101624
Jobs/queue/total_wallduration_hours/timeseries-Day-pi,0.188893,0.188889,,0.101677,0.101673
